ano,links,paragrafos_resgatados
2021,"https://internacional.estadao.com.br/noticias/nytiw,alzheimer-pesquisa-sinais-textos-escritos,70003702236",[]
2021,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003853781",[]
2021,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003681598",[]
2021,https://politica.estadao.com.br/blogs/fausto-macedo/os-beneficios-do-inss-para-portadores-de-doenca-psicologica/,[]
2021,https://politica.estadao.com.br/blogs/fausto-macedo/incunabulo-do-mito/,[]
2021,https://politica.estadao.com.br/blogs/fausto-macedo/execucao-penal-genocida-e-esquizofrenica-2/,[]
2021,https://politica.estadao.com.br/blogs/fausto-macedo/execucao-penal-genocida-e-esquizofrenica/,[]
2021,https://politica.estadao.com.br/blogs/estadao-verifica/nao-estudo-da-universidade-de-stanford-nao-concluiu-que-uso-de-mascaras-e-ineficaz-e-perigoso/,[]
2021,https://politica.estadao.com.br/blogs/coluna-do-estadao/pazuello-segue-rotina-de-acumular-reveses/,[]
2021,https://politica.estadao.com.br/blogs/fausto-macedo/legislacao-eleitoral-versus-realidade-partidaria/,"['Não bastasse o desafio das urnas, acabamos criando um cenário esquizofrênico.']"
2022,"https://economia.estadao.com.br/noticias/geral,profarma-fecha-acordo-para-compra-de-10-na-health-meds-de-produtos-a-base-de-cannabis,70004084868",['(de origem vegetal). A linha de canabinoides é usada para tratamentos que vão desde anorexia e dor até esquizofrenia.']
2022,https://einvestidor.estadao.com.br/ultimas/petroleo-preco-hoje-inflacao-eua/,"['está em um “estado de esquizofrenia”, com queda recente apesar de sinais de melhora da demanda.']"
2022,"https://emais.estadao.com.br/noticias/comportamento,um-ano-depois-familia-descobre-que-homem-que-furtou-roupa-de-cadela-sofre-de-esquizofrenia,70004114178","['Um ano depois, família descobre que homem que furtou roupa de cadela sofre de esquizofrenia - Emais - Estadão', 'Um ano depois, família descobre que homem que furtou roupa de cadela sofre de esquizofrenia']"
2022,"https://emais.estadao.com.br/fotos/comportamento,um-ano-depois-familia-descobre-que-homem-que-furtou-roupa-de-cadela-sofre-de-esquizofrenia,1258405","['Um ano depois, família descobre que homem que furtou roupa de cadela sofre de esquizofrenia - Emais - Estadão', 'Um ano depois, família descobre que homem que furtou roupa de cadela sofre de esquizofrenia', 'Um ano depois, família descobre que homem que furtou roupa de cadela sofre de esquizofrenia']"
2022,"https://emais.estadao.com.br/fotos/bem-estar,dicionario-anticapacitista,1251856","['Dicionário anticapacitista pretende combater estigma envolvendo esquizofrenia.', 'Dicionário anticapacitista pretende combater estigma envolvendo esquizofrenia.']"
2022,"https://emais.estadao.com.br/noticias/gente,filho-do-musico-nick-cave-jethro-lazenby-morre-aos-31-anos,70004062238",[]
2022,"https://emais.estadao.com.br/noticias/bem-estar,orquestra-formada-por-musicos-com-doencas-mentais-luta-contra-estigmas,70003958639",[]
2022,"https://saude.estadao.com.br/noticias/geral,amil-aps-plano-de-saude-idoso-justica-convenio-consulta-hospitais,70003972423",[]
2022,https://www.estadao.com.br/internacional/nytiw/analise-de-voz-orientada-por-inteligencia-artificial-pode-ajudar-a-identificar-transtornos-mentais/,[]
